Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
AMD,BLR,2019-01-19T15:50:00Z,15:50,20:15,2803.0,1878.0,622.0,IndiGo,10,4h 25m,Economy,383_ 357,6E,6E_383_ 357_,False,2018-10-25
AMD,BLR,2019-01-19T09:15:00Z,09:15,11:30,2965.0,2395.0,265.0,Vistara,9,2h 15m,Economy,924,UK,UK_924_,False,2018-10-25
AMD,BLR,2019-01-19T20:10:00Z,20:10,22:25,2965.0,2395.0,265.0,Vistara,9,2h 15m,Economy,926,UK,UK_926_,False,2018-10-25
AMD,BLR,2019-01-19T17:10:00Z,17:10,19:20,3103.0,2214.0,586.0,IndiGo,2,2h 10m,Economy,893,6E,6E_893_,False,2018-10-25
AMD,BLR,2019-01-19T20:00:00Z,20:00,21:55,3501.0,2594.0,604.0,IndiGo,2,1h 55m,Economy,735,6E,6E_735_,False,2018-10-25
AMD,BLR,2019-01-19T12:40:00Z,12:40,14:55,3521.0,2612.0,606.0,IndiGo,37,2h 15m,Economy,758,6E,6E_758_,False,2018-10-25
AMD,BLR,2019-01-19T05:25:00Z,05:25,10:10,3648.0,3083.0,262.0,Spicejet,9,4h 45m,Economy,636_ 497,SG,SG_636_ 497_,False,2018-10-25
AMD,BLR,2019-01-19T23:45:00Z,23:45,01:55,3771.0,2850.0,618.0,IndiGo,21,2h 10m,Economy,996,6E,6E_996_,False,2018-10-25
AMD,BLR,2019-01-19T08:50:00Z,08:50,11:10,3771.0,2850.0,618.0,IndiGo,4,2h 20m,Economy,823,6E,6E_823_,False,2018-10-25
AMD,BOM,2019-01-19T04:00:00Z,04:00,05:15,4130.0,3550.0,325.0,Air India,9,14h 20m,Economy,30,AI,AI_30_AI_508_,False,2018-10-25
AMD,BOM,2019-01-19T04:00:00Z,04:00,05:15,4130.0,3550.0,325.0,Air India,9,17h 50m,Economy,30,AI,AI_30_AI_609_,True,2018-10-25
AMD,BOM,2019-01-19T04:00:00Z,04:00,05:15,4340.0,3750.0,335.0,Air India,9,14h 30m,Economy,30,AI,AI_30_AI_607_,False,2018-10-25
AMD,BOM,2019-01-19T07:25:00Z,07:25,08:40,4445.0,3850.0,340.0,Air India,9,10h 55m,Economy,614,AI,AI_614_AI_508_,False,2018-10-25
AMD,BOM,2019-01-19T07:25:00Z,07:25,08:40,4445.0,3850.0,340.0,Air India,9,14h 25m,Economy,614,AI,AI_614_AI_609_,True,2018-10-25
AMD,BLR,2019-01-19T08:20:00Z,08:20,17:20,4525.0,3210.0,268.0,Spicejet,9,9h 0m,Economy,511_ 1233,SG,SG_511_ 1233_,False,2018-10-25
AMD,BOM,2019-01-19T04:00:00Z,04:00,05:15,4550.0,3950.0,345.0,Air India,9,7h 10m,Economy,30,AI,AI_30_AI_639_,False,2018-10-25
AMD,BOM,2019-01-19T07:25:00Z,07:25,08:40,4655.0,4050.0,350.0,Air India,9,11h 5m,Economy,614,AI,AI_614_AI_607_,False,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,3h 50m,Economy,738,9W,9W_738_9W_397_,False,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,5h 0m,Economy,411,9W,9W_411_9W_443_,False,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,5h 35m,Economy,738,9W,9W_738_9W_481_,False,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,5h 50m,Economy,411,9W,9W_411_9W_397_,False,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,7h 35m,Economy,411,9W,9W_411_9W_481_,False,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,9h 55m,Economy,738,9W,9W_738_9W_415_,False,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,11h 45m,Economy,738,9W,9W_738_9W_413_,False,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,11h 55m,Economy,411,9W,9W_411_9W_415_,False,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,13h 20m,Economy,738,9W,9W_738_9W_483_,False,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,13h 45m,Economy,411,9W,9W_411_9W_413_,True,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,14h 15m,Economy,738,9W,9W_738_9W_498_,True,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,15h 20m,Economy,411,9W,9W_411_9W_483_,True,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,16h 10m,Economy,738,9W,9W_738_9W_477_,True,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,16h 15m,Economy,411,9W,9W_411_9W_498_,True,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,17h 0m,Economy,738,9W,9W_738_9W_495_,True,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,18h 10m,Economy,411,9W,9W_411_9W_477_,True,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,19h 0m,Economy,411,9W,9W_411_9W_495_,True,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,22h 20m,Economy,738,9W,9W_738_9W_381_,True,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,4,23h 5m,Economy,315,9W,9W_315_9W_443_,True,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,5238.0,3295.0,1438.0,Jet Airways,4,23h 55m,Economy,315,9W,9W_315_9W_397_,True,2018-10-25
AMD,BOM,2019-01-19T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,24h 20m,Economy,411,9W,9W_411_9W_381_,True,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,25h 45m,Economy,738,9W,9W_738_9W_411_,True,2018-10-25
AMD,BOM,2019-01-19T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,7,27h 0m,Economy,738,9W,9W_738_9W_443_,True,2018-10-25
AMD,BLR,2019-01-19T09:45:00Z,09:45,14:05,5467.0,4416.0,748.0,IndiGo,4,4h 20m,Economy,238,6E,6E_238_,False,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,6h 0m,Economy,315,9W,9W_315_9W_415_,False,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,7h 50m,Economy,315,9W,9W_315_9W_413_,False,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,9h 25m,Economy,315,9W,9W_315_9W_483_,False,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,10h 20m,Economy,315,9W,9W_315_9W_498_,False,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,4,12h 15m,Economy,315,9W,9W_315_9W_477_,False,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,4,13h 5m,Economy,315,9W,9W_315_9W_495_,True,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,4,18h 25m,Economy,315,9W,9W_315_9W_381_,True,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,4,25h 40m,Economy,315,9W,9W_315_9W_481_,True,2018-10-25
AMD,BOM,2019-01-19T10:20:00Z,10:20,12:00,7185.0,5150.0,1530.0,Jet Airways,7,21h 50m,Economy,315,9W,9W_315_9W_411_,True,2018-10-25
AMD,BLR,2019-01-19T04:25:00Z,04:25,08:10,7422.0,5500.0,1542.0,Jet Airways,7,3h 45m,Economy,411,9W,9W_411_,False,2018-10-25
AMD,DEL,2019-01-19T22:20:00Z,22:20,23:55,7542.0,6800.0,487.0,Air India,1,10h 35m,Economy,14,AI,AI_14_AI_803_,False,2018-10-25
AMD,DEL,2019-01-19T07:10:00Z,07:10,08:45,8592.0,7800.0,537.0,Air India,9,5h 20m,Economy,18,AI,AI_18_AI_506_,False,2018-10-25
AMD,BOM,2019-01-19T21:30:00Z,21:30,23:00,9810.0,7650.0,1655.0,Jet Airways,2,7h 15m,Economy,330,9W,9W_330_9W_381_,True,2018-10-25
AMD,DEL,2019-01-19T05:35:00Z,05:35,07:20,10913.0,8100.0,2308.0,Jet Airways,7,5h 25m,Economy,685,9W,9W_685_9W_743_,True,2018-10-25
AMD,DEL,2019-01-19T15:35:00Z,15:35,17:15,10913.0,8100.0,2308.0,Jet Airways,5,5h 25m,Economy,655,9W,9W_655_9W_811_,True,2018-10-25
AMD,BOM,2019-01-19T18:55:00Z,18:55,20:15,12330.0,10050.0,1775.0,Jet Airways,7,3h 40m,Economy,913,9W,9W_913_9W_477_,True,2018-10-25
AMD,BOM,2019-01-19T18:55:00Z,18:55,20:15,12330.0,10050.0,1775.0,Jet Airways,7,4h 30m,Economy,913,9W,9W_913_9W_495_,True,2018-10-25
AMD,BOM,2019-01-19T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,5h 25m,Economy,30,AI,AI_30_9W_443_,True,2018-10-25
AMD,BOM,2019-01-19T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,6h 15m,Economy,30,AI,AI_30_9W_397_,True,2018-10-25
Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
AMD,BLR,2019-01-20T21:45:00Z,21:45,00:10,2767.0,2244.0,220.0,Spicejet HBag Only,9,2h 25m,Economy,928,OS,OS_928_,False,2018-10-25
AMD,BLR,2019-01-20T21:45:00Z,21:45,00:10,2819.0,2294.0,222.0,Spicejet,9,2h 25m,Economy,928,SG,SG_928_,False,2018-10-25
AMD,BLR,2019-01-20T09:15:00Z,09:15,11:30,2965.0,2395.0,265.0,Vistara,9,2h 15m,Economy,924,UK,UK_924_,False,2018-10-25
AMD,BLR,2019-01-20T20:10:00Z,20:10,22:25,2965.0,2395.0,265.0,Vistara,9,2h 15m,Economy,926,UK,UK_926_,False,2018-10-25
AMD,BLR,2019-01-20T17:10:00Z,17:10,19:20,3126.0,2237.0,586.0,IndiGo,7,2h 10m,Economy,893,6E,6E_893_,False,2018-10-25
AMD,BLR,2019-01-20T05:25:00Z,05:25,10:10,3648.0,3083.0,262.0,Spicejet,9,4h 45m,Economy,636_ 497,SG,SG_636_ 497_,False,2018-10-25
AMD,BLR,2019-01-20T20:00:00Z,20:00,21:55,3771.0,2850.0,618.0,IndiGo,8,1h 55m,Economy,735,6E,6E_735_,False,2018-10-25
AMD,BLR,2019-01-20T23:45:00Z,23:45,01:55,3771.0,2850.0,618.0,IndiGo,5,2h 10m,Economy,996,6E,6E_996_,False,2018-10-25
AMD,BLR,2019-01-20T15:50:00Z,15:50,19:50,3960.0,2981.0,676.0,IndiGo,1,4h 0m,Economy,383_ 6187,6E,6E_383_ 6187_,False,2018-10-25
AMD,BLR,2019-01-20T08:50:00Z,08:50,11:10,4118.0,3181.0,634.0,IndiGo,8,2h 20m,Economy,823,6E,6E_823_,False,2018-10-25
AMD,BLR,2019-01-20T08:20:00Z,08:20,17:20,4525.0,3210.0,268.0,Spicejet,9,9h 0m,Economy,511_ 1233,SG,SG_511_ 1233_,False,2018-10-25
AMD,BLR,2019-01-20T09:50:00Z,09:50,14:05,5074.0,4041.0,730.0,IndiGo,2,4h 15m,Economy,238,6E,6E_238_,False,2018-10-25
AMD,BOM,2019-01-20T04:00:00Z,04:00,05:15,5127.0,4500.0,372.0,Air India,9,7h 10m,Economy,30,AI,AI_30_AI_639_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,5238.0,3295.0,1438.0,Jet Airways,4,4h 30m,Economy,738,9W,9W_738_9W_397_,False,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,5h 0m,Economy,411,9W,9W_411_9W_443_,False,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,5h 50m,Economy,411,9W,9W_411_9W_397_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,5238.0,3295.0,1438.0,Jet Airways,4,6h 15m,Economy,738,9W,9W_738_9W_481_,False,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,7h 35m,Economy,411,9W,9W_411_9W_481_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,5238.0,3295.0,1438.0,Jet Airways,4,10h 35m,Economy,738,9W,9W_738_9W_415_,False,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,11h 55m,Economy,411,9W,9W_411_9W_415_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,5238.0,3295.0,1438.0,Jet Airways,4,16h 50m,Economy,738,9W,9W_738_9W_477_,True,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,5238.0,3295.0,1438.0,Jet Airways,4,17h 40m,Economy,738,9W,9W_738_9W_495_,True,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,18h 10m,Economy,411,9W,9W_411_9W_477_,True,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,19h 0m,Economy,411,9W,9W_411_9W_495_,True,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,5238.0,3295.0,1438.0,Jet Airways,4,23h 0m,Economy,738,9W,9W_738_9W_381_,True,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,24h 20m,Economy,411,9W,9W_411_9W_381_,True,2018-10-25
AMD,BOM,2019-01-20T07:25:00Z,07:25,08:40,5652.0,5000.0,397.0,Air India,4,14h 25m,Economy,614,AI,AI_614_AI_609_,False,2018-10-25
AMD,BOM,2019-01-20T04:00:00Z,04:00,05:15,5652.0,5000.0,397.0,Air India,9,17h 50m,Economy,30,AI,AI_30_AI_609_,False,2018-10-25
AMD,BOM,2019-01-20T07:25:00Z,07:25,08:40,5862.0,5200.0,407.0,Air India,4,11h 5m,Economy,614,AI,AI_614_AI_607_,False,2018-10-25
AMD,BOM,2019-01-20T04:00:00Z,04:00,05:15,5862.0,5200.0,407.0,Air India,9,14h 30m,Economy,30,AI,AI_30_AI_607_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,7,6h 35m,Economy,315,9W,9W_315_9W_415_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,6,8h 25m,Economy,315,9W,9W_315_9W_413_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,7,10h 0m,Economy,315,9W,9W_315_9W_483_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,7,10h 55m,Economy,315,9W,9W_315_9W_498_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,6608.0,4600.0,1503.0,Jet Airways,6,12h 25m,Economy,738,9W,9W_738_9W_413_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,7,12h 50m,Economy,315,9W,9W_315_9W_477_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,7,13h 40m,Economy,315,9W,9W_315_9W_495_,False,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,6,13h 45m,Economy,411,9W,9W_411_9W_413_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,6608.0,4600.0,1503.0,Jet Airways,7,14h 0m,Economy,738,9W,9W_738_9W_483_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,6608.0,4600.0,1503.0,Jet Airways,7,14h 55m,Economy,738,9W,9W_738_9W_498_,False,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,15h 20m,Economy,411,9W,9W_411_9W_483_,True,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,6608.0,4600.0,1503.0,Jet Airways,7,16h 15m,Economy,411,9W,9W_411_9W_498_,True,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,6608.0,4600.0,1503.0,Jet Airways,7,19h 0m,Economy,315,9W,9W_315_9W_381_,True,2018-10-25
AMD,DEL,2019-01-20T07:10:00Z,07:10,08:45,6702.0,6000.0,447.0,Air India,9,16h 5m,Economy,18,AI,AI_18_AI_504_,True,2018-10-25
AMD,DEL,2019-01-20T07:10:00Z,07:10,08:45,6912.0,6200.0,457.0,Air India,9,13h 15m,Economy,18,AI,AI_18_AI_174_,False,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,7185.0,5150.0,1530.0,Jet Airways,7,22h 25m,Economy,315,9W,9W_315_9W_411_,True,2018-10-25
AMD,BOM,2019-01-20T09:45:00Z,09:45,11:15,7185.0,5150.0,1530.0,Jet Airways,7,26h 15m,Economy,315,9W,9W_315_9W_481_,True,2018-10-25
AMD,DEL,2019-01-20T07:10:00Z,07:10,08:45,7332.0,6600.0,477.0,Air India,9,5h 20m,Economy,18,AI,AI_18_AI_506_,False,2018-10-25
AMD,BLR,2019-01-20T04:25:00Z,04:25,08:10,7422.0,5500.0,1542.0,Jet Airways,5,3h 45m,Economy,411,9W,9W_411_,False,2018-10-25
AMD,BOM,2019-01-20T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,6,3h 40m,Economy,913,9W,9W_913_9W_477_,False,2018-10-25
AMD,BOM,2019-01-20T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,6,4h 30m,Economy,913,9W,9W_913_9W_495_,False,2018-10-25
AMD,BOM,2019-01-20T18:55:00Z,18:55,20:15,9810.0,7650.0,1655.0,Jet Airways,6,9h 50m,Economy,913,9W,9W_913_9W_381_,False,2018-10-25
AMD,DEL,2019-01-20T05:35:00Z,05:35,07:20,10913.0,8100.0,2308.0,Jet Airways,6,5h 25m,Economy,685,9W,9W_685_9W_743_,False,2018-10-25
AMD,BOM,2019-01-20T05:45:00Z,05:45,07:15,40045.0,37100.0,2620.0,Jet Airways,7,5h 25m,Economy,738,9W,9W_738_AI_639_,True,2018-10-25
AMD,BOM,2019-01-20T04:25:00Z,04:25,05:35,40045.0,37100.0,2620.0,Jet Airways,7,6h 45m,Economy,411,9W,9W_411_AI_639_,True,2018-10-25
AMD,BOM,2019-01-20T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,5h 25m,Economy,30,AI,AI_30_9W_443_,True,2018-10-25
AMD,BOM,2019-01-20T04:00:00Z,04:00,05:15,42151.0,39106.0,2665.0,Air India,9,6h 15m,Economy,30,AI,AI_30_9W_397_,True,2018-10-25
Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
AMD,BLR,2019-01-21T05:50:00Z,05:50,08:00,2235.0,1738.0,194.0,Spicejet,9,2h 10m,Economy,921,SG,SG_921_,False,2018-10-25
AMD,BLR,2019-01-21T21:45:00Z,21:45,00:10,2235.0,1738.0,194.0,Spicejet,9,2h 25m,Economy,928,SG,SG_928_,False,2018-10-25
AMD,BLR,2019-01-21T05:50:00Z,05:50,08:00,2399.0,1894.0,202.0,Spicejet HBag Only,9,2h 10m,Economy,921,OS,OS_921_,False,2018-10-25
AMD,BLR,2019-01-21T21:45:00Z,21:45,00:10,2399.0,1894.0,202.0,Spicejet HBag Only,9,2h 25m,Economy,928,OS,OS_928_,False,2018-10-25
AMD,BLR,2019-01-21T17:10:00Z,17:10,19:20,2731.0,1860.0,568.0,IndiGo,7,2h 10m,Economy,893,6E,6E_893_,False,2018-10-25
AMD,BLR,2019-01-21T08:50:00Z,08:50,11:10,2731.0,1860.0,568.0,IndiGo,3,2h 20m,Economy,823,6E,6E_823_,False,2018-10-25
AMD,BLR,2019-01-21T09:15:00Z,09:15,11:30,2965.0,2395.0,265.0,Vistara,9,2h 15m,Economy,924,UK,UK_924_,False,2018-10-25
AMD,BLR,2019-01-21T20:10:00Z,20:10,22:25,2965.0,2395.0,265.0,Vistara,9,2h 15m,Economy,926,UK,UK_926_,False,2018-10-25
AMD,BLR,2019-01-21T12:40:00Z,12:40,14:55,3126.0,2237.0,586.0,IndiGo,47,2h 15m,Economy,758,6E,6E_758_,False,2018-10-25
AMD,BLR,2019-01-21T20:00:00Z,20:00,21:55,3896.0,2969.0,624.0,IndiGo,17,1h 55m,Economy,735,6E,6E_735_,False,2018-10-25
AMD,BLR,2019-01-21T23:45:00Z,23:45,01:55,3896.0,2969.0,624.0,IndiGo,14,2h 10m,Economy,996,6E,6E_996_,False,2018-10-25
AMD,BLR,2019-01-21T05:25:00Z,05:25,10:10,3994.0,3413.0,278.0,Spicejet,9,4h 45m,Economy,636_ 497,SG,SG_636_ 497_,False,2018-10-25
AMD,BLR,2019-01-21T08:20:00Z,08:20,17:20,4525.0,3210.0,268.0,Spicejet,9,9h 0m,Economy,511_ 1233,SG,SG_511_ 1233_,False,2018-10-25
AMD,BOM,2019-01-21T04:00:00Z,04:00,05:15,5127.0,4500.0,372.0,Air India,9,7h 10m,Economy,30,AI,AI_30_AI_639_,False,2018-10-25
AMD,BOM,2019-01-21T04:00:00Z,04:00,05:15,5127.0,4500.0,372.0,Air India,9,14h 30m,Economy,30,AI,AI_30_AI_607_,False,2018-10-25
AMD,BOM,2019-01-21T04:00:00Z,04:00,05:15,5127.0,4500.0,372.0,Air India,9,17h 50m,Economy,30,AI,AI_30_AI_609_,False,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,9h 55m,Economy,738,9W,9W_738_9W_415_,False,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,11h 45m,Economy,738,9W,9W_738_9W_413_,False,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,11h 55m,Economy,411,9W,9W_411_9W_415_,False,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,13h 20m,Economy,738,9W,9W_738_9W_483_,True,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,13h 45m,Economy,411,9W,9W_411_9W_413_,True,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,14h 15m,Economy,738,9W,9W_738_9W_498_,True,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,15h 20m,Economy,411,9W,9W_411_9W_483_,True,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,16h 10m,Economy,738,9W,9W_738_9W_477_,True,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,16h 15m,Economy,411,9W,9W_411_9W_498_,True,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,17h 0m,Economy,738,9W,9W_738_9W_495_,True,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,18h 10m,Economy,411,9W,9W_411_9W_477_,True,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,19h 0m,Economy,411,9W,9W_411_9W_495_,True,2018-10-25
AMD,BOM,2019-01-21T06:25:00Z,06:25,07:40,5238.0,3295.0,1438.0,Jet Airways,3,22h 20m,Economy,738,9W,9W_738_9W_381_,True,2018-10-25
AMD,BOM,2019-01-21T04:25:00Z,04:25,05:35,5238.0,3295.0,1438.0,Jet Airways,7,24h 20m,Economy,411,9W,9W_411_9W_381_,True,2018-10-25
AMD,BOM,2019-01-21T07:25:00Z,07:25,08:40,5337.0,4700.0,382.0,Air India,9,11h 5m,Economy,614,AI,AI_614_AI_607_,False,2018-10-25
AMD,BOM,2019-01-21T07:25:00Z,07:25,08:40,5337.0,4700.0,382.0,Air India,9,14h 25m,Economy,614,AI,AI_614_AI_609_,True,2018-10-25
AMD,BLR,2019-01-21T09:45:00Z,09:45,14:05,5372.0,4325.0,744.0,IndiGo,8,4h 20m,Economy,238,6E,6E_238_,False,2018-10-25
AMD,DEL,2019-01-21T07:10:00Z,07:10,08:45,6440.0,5750.0,435.0,Air India,9,5h 20m,Economy,18,AI,AI_18_AI_506_,False,2018-10-25
AMD,DEL,2019-01-21T07:10:00Z,07:10,08:45,6440.0,5750.0,435.0,Air India,9,13h 15m,Economy,18,AI,AI_18_AI_174_,True,2018-10-25
AMD,DEL,2019-01-21T07:10:00Z,07:10,08:45,6440.0,5750.0,435.0,Air India,9,16h 5m,Economy,18,AI,AI_18_AI_504_,True,2018-10-25
AMD,BOM,2019-01-21T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,6h 0m,Economy,315,9W,9W_315_9W_415_,False,2018-10-25
AMD,BOM,2019-01-21T10:20:00Z,10:20,12:00,6608.0,4600.0,1503.0,Jet Airways,7,7h 50m,Economy,315,9W,9W_315_9W_413_,False,2018-10-25
